os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 26.04 LTS,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32127204,6.17.0-29-generic,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
35.4973,28.1712,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,503699340
39.4916,25.3219,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,529021238
34.2941,29.1596,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,558185453
39.9128,25.0546,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,583237835
38.5167,25.9628,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,609201797
35.5543,28.126,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,637328055
35.9385,27.8253,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,665157336
38.823,25.7579,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,690914441
40.3428,24.7876,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,715703238
38.5912,25.9126,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,741616365
39.3329,25.424,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,767041998
37.9496,26.3507,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,793394028
35.4857,28.1804,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,821577393
38.5076,25.9689,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,847546124
39.5434,25.2887,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,872835822
42.6926,23.4233,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,896260311
34.3736,29.0921,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,925352961
37.5576,26.6258,8.73908,12.7108,69,69,65,1601,2800,0.470249,22,15.2212,0,0,4635,951982071
41.2865,24.221,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,976203675
33.4969,29.8535,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1006059878
37.153,26.9157,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1032974834
41.0725,24.3472,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1057323647
36.4755,27.4157,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1084743210
39.5606,25.2777,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1110019161
37.0516,26.9894,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1137009909
38.4875,25.9825,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1162993699
37.0571,26.9854,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1189979287
40.4972,24.693,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1214673688
36.0574,27.7336,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1242410676
39.2045,25.5073,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1267916970
39.3547,25.4099,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1293327955
35.0038,28.5683,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1321899508
40.3621,24.7757,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1346678538
39.9984,25.001,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1371677540
37.5289,26.6461,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1398324864
38.6277,25.8882,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1424215208
39.132,25.5545,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1449770023
37.839,26.4278,7.13392,10.4796,69,69,64,1574,2800,0.470249,25,15.2194,0,0,4631,1476200821
39.7823,25.1368,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1501336449
38.3734,26.0597,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1527397674
36.5341,27.3717,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1554769617
36.5709,27.3441,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1582114900
42.6428,23.4506,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1605566390
38.6063,25.9025,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1631469518
39.3234,25.4302,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1656900881
39.4957,25.3192,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1682221116
37.8618,26.4118,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1708635162
40.0952,24.9406,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1733576546
40.5345,24.6704,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1758247894
35.4134,28.2379,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1786486663
41.0585,24.3555,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1810843521
39.5139,25.3075,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1836151683
35.6557,28.046,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1864198031
41.435,24.1342,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1888333724
39.5191,25.3042,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1913638620
37.3574,26.7684,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1940411419
38.2569,26.1391,7.43405,17.7396,69,72,65,1646,2800,0.470249,22,15.2248,0,0,4633,1966550179
