0.1% Min FPS,1% Min FPS,97% Percentile FPS,Average FPS,GPU Load,CPU Load,Average Frame Time,Average GPU Temp,Average CPU Temp,Average VRAM Used,Average RAM Used,Average Swap Used,Peak GPU Load,Peak CPU Load,Peak GPU Temp,Peak CPU Temp,Peak VRAM Used,Peak RAM Used,Peak Swap Used
11.3377,15.1431,38.8539,28.9,80.1,9.0,34.6,76.0,74.0,0.5,11.0,0.0,87,23.0,84,82,0.5,11.2,0.0
